annotation_approver,id,label,text,user
,12,2,Me gusta esta morga feminazi abortera nunca yuta pa los amigues,1
,12,4,Me gusta esta morga feminazi abortera nunca yuta pa los amigues,1
,13,10,"Bakayoko con Sarri sería una bestia jaja que es broma, ni al lado de Dios Bakayoko podría mejorar su nivel, puto negro de mierda, vete de mi equipo @TimoeB08 jaja que es broma, Bakayoko siempre tendrá mi apoyo cuando sea cedido",1
,13,1,"Bakayoko con Sarri sería una bestia jaja que es broma, ni al lado de Dios Bakayoko podría mejorar su nivel, puto negro de mierda, vete de mi equipo @TimoeB08 jaja que es broma, Bakayoko siempre tendrá mi apoyo cuando sea cedido",1
,13,3,"Bakayoko con Sarri sería una bestia jaja que es broma, ni al lado de Dios Bakayoko podría mejorar su nivel, puto negro de mierda, vete de mi equipo @TimoeB08 jaja que es broma, Bakayoko siempre tendrá mi apoyo cuando sea cedido",1
,14,4,"Volvió el discurso de ""inviables"" e ""insustentable"" y si se sacan la careta y repiten ""haga patria mate un jubilado"" o ""un negro/a de mierda"" ? De hecho lo están haciendo de ka forma mas cobarde @lacorrientek",1
,14,10,"Volvió el discurso de ""inviables"" e ""insustentable"" y si se sacan la careta y repiten ""haga patria mate un jubilado"" o ""un negro/a de mierda"" ? De hecho lo están haciendo de ka forma mas cobarde @lacorrientek",1
,15,2,"Apenas le alcanzo para doctora. Una mujer tremendamente ignorante, hipócrita y descarada.",1
,15,4,"Apenas le alcanzo para doctora. Una mujer tremendamente ignorante, hipócrita y descarada.",1
,16,9,Este idiota fascista que celebra el CARA AL AOLNY BANDERA FRANQUISTA DICE QUE NO ES DE DERECHA. NO ME JODAS PATIQUIN,1
,16,2,Este idiota fascista que celebra el CARA AL AOLNY BANDERA FRANQUISTA DICE QUE NO ES DE DERECHA. NO ME JODAS PATIQUIN,1
,16,4,Este idiota fascista que celebra el CARA AL AOLNY BANDERA FRANQUISTA DICE QUE NO ES DE DERECHA. NO ME JODAS PATIQUIN,1
,17,2,@carlospeguer ns pq me ha recordado a ti en plan algun maricon y yo pegandonos y tu preguntando educadamente algo sjjsjsjsjs https://twitter.com/hansolicc/status/1027677180594143232 …,1
,17,3,@carlospeguer ns pq me ha recordado a ti en plan algun maricon y yo pegandonos y tu preguntando educadamente algo sjjsjsjsjs https://twitter.com/hansolicc/status/1027677180594143232 …,1
,18,2,"when te pasan un video de lo que paso anoche y lo primero que dices es ""marica a lo bien ese soy yo?"" :'v\n\n#QueGonorrea :v",1
,18,4,"when te pasan un video de lo que paso anoche y lo primero que dices es ""marica a lo bien ese soy yo?"" :'v\n\n#QueGonorrea :v",1
,19,1,A ajajajajajajajajajajajajajajajajaja this pinche enano indio de mierda es de los que ven Univisión a ajajajajajajajaja sigue creyendo eso,1
,19,3,A ajajajajajajajajajajajajajajajajaja this pinche enano indio de mierda es de los que ven Univisión a ajajajajajajajaja sigue creyendo eso,1
,19,5,A ajajajajajajajajajajajajajajajajaja this pinche enano indio de mierda es de los que ven Univisión a ajajajajajajajaja sigue creyendo eso,1
,20,3,"-ningun tio asi que fuera. en fin, no solo eso, si no que en netflix españa solo estan las dos primeras temporadas en las que lgbt mis cojones. osea que os follen de verdad puto ascooo",1
,20,2,"-ningun tio asi que fuera. en fin, no solo eso, si no que en netflix españa solo estan las dos primeras temporadas en las que lgbt mis cojones. osea que os follen de verdad puto ascooo",1
,21,2,ser de derecha liberal es ser un facho que en vez de tomar whisky toma piscola,1
,21,4,ser de derecha liberal es ser un facho que en vez de tomar whisky toma piscola,1
,22,2,Que estupido no podes robarle al chino y ensima te agarra la policia,1
,22,4,Que estupido no podes robarle al chino y ensima te agarra la policia,1
,23,4,"Somos los Querandies, herederos de esta tierra. Somos nietos del indio que mataron esos hombres de mierda.",1
,23,2,"Somos los Querandies, herederos de esta tierra. Somos nietos del indio que mataron esos hombres de mierda.",1
,24,1,Te amo puto negro recoge algodón @kanyewest,1
,24,3,Te amo puto negro recoge algodón @kanyewest,1
,24,5,Te amo puto negro recoge algodón @kanyewest,1
,25,2,"Esta weona está cada día más loca! Para que la pescan? Digo yo  Lo único que hace es dar jugo,si al final el partido comunista jamás tendrá un presidente y ellos lo sabe,webean en el parlamento porque se toman todas las poblaciones de gente ignorante y los convencen!",1
,25,4,"Esta weona está cada día más loca! Para que la pescan? Digo yo  Lo único que hace es dar jugo,si al final el partido comunista jamás tendrá un presidente y ellos lo sabe,webean en el parlamento porque se toman todas las poblaciones de gente ignorante y los convencen!",1
,26,1,"De ser cierto, a ese comunista de mierda deben de juzgarlo y meterlo preso hasta que su cuerpo vaya a arder en el infierno",1
,26,7,"De ser cierto, a ese comunista de mierda deben de juzgarlo y meterlo preso hasta que su cuerpo vaya a arder en el infierno",1
,26,3,"De ser cierto, a ese comunista de mierda deben de juzgarlo y meterlo preso hasta que su cuerpo vaya a arder en el infierno",1
,27,1,estafan con las porquerias haier y asi con todo. Uds ignorantes de mierda son complices de la desgracia de este pueblo y de permitir se destruyera este pais haga lo q haga el asno de maduro empeorara todo porq nadie le presta dinero a LADRON y todo chavista es LADRON asi q jodanc,1
,27,4,estafan con las porquerias haier y asi con todo. Uds ignorantes de mierda son complices de la desgracia de este pueblo y de permitir se destruyera este pais haga lo q haga el asno de maduro empeorara todo porq nadie le presta dinero a LADRON y todo chavista es LADRON asi q jodanc,1
,27,7,estafan con las porquerias haier y asi con todo. Uds ignorantes de mierda son complices de la desgracia de este pueblo y de permitir se destruyera este pais haga lo q haga el asno de maduro empeorara todo porq nadie le presta dinero a LADRON y todo chavista es LADRON asi q jodanc,1
,28,1,Guacalaaa comer pollo podrido como el cerebro de la ramera politica q tiene por testaferro.,1
,28,6,Guacalaaa comer pollo podrido como el cerebro de la ramera politica q tiene por testaferro.,1
,29,4,Estoy pensando en ofrecerme para transito de gatitos pero si el chino se encariña con otro gato y se lo saco me va a matar,1
,29,2,Estoy pensando en ofrecerme para transito de gatitos pero si el chino se encariña con otro gato y se lo saco me va a matar,1
,30,1,"Maldito mamaguevo bruto pana, Venezuela se ha convertido en el único pais que todo es ilegal cuando en otros paises es lo normal y un derecho, maldito seas tu y toda tu generación chavista animal",1
,30,3,"Maldito mamaguevo bruto pana, Venezuela se ha convertido en el único pais que todo es ilegal cuando en otros paises es lo normal y un derecho, maldito seas tu y toda tu generación chavista animal",1
,30,7,"Maldito mamaguevo bruto pana, Venezuela se ha convertido en el único pais que todo es ilegal cuando en otros paises es lo normal y un derecho, maldito seas tu y toda tu generación chavista animal",1
,31,2,Ahora que desmadre armo ese puto mierdo del negro santos? Es que me bloqueo,1
,31,4,Ahora que desmadre armo ese puto mierdo del negro santos? Es que me bloqueo,1
,32,2,Que puto agobio que pesadez de mujer estoy hasta los cojones,1
,32,3,Que puto agobio que pesadez de mujer estoy hasta los cojones,1
,33,1,"Estúpido imbecil, poco hombre, nunca, nunca maldito comunista debes tratar a una mujer de esa manera. Si a ella la tratas asi, recuerda q seguro tienes mujeres en tu familia y no te gustaría q se expresaran así de ellas, menos por una maldita ideología, cobarde. https://twitter.com/luis_xen/status/1031657551576936453 …",1
,33,7,"Estúpido imbecil, poco hombre, nunca, nunca maldito comunista debes tratar a una mujer de esa manera. Si a ella la tratas asi, recuerda q seguro tienes mujeres en tu familia y no te gustaría q se expresaran así de ellas, menos por una maldita ideología, cobarde. https://twitter.com/luis_xen/status/1031657551576936453 …",1
,33,4,"Estúpido imbecil, poco hombre, nunca, nunca maldito comunista debes tratar a una mujer de esa manera. Si a ella la tratas asi, recuerda q seguro tienes mujeres en tu familia y no te gustaría q se expresaran así de ellas, menos por una maldita ideología, cobarde. https://twitter.com/luis_xen/status/1031657551576936453 …",1
,34,2,"La próxima temporada se llevarán los grises metálicos y el beige; y de noche, el clásico negro, con toques rojos, para matar seres humanos con estilo.https://twitter.com/ActualidadRT/status/1031976179761332226?s=19 …",1
,34,4,"La próxima temporada se llevarán los grises metálicos y el beige; y de noche, el clásico negro, con toques rojos, para matar seres humanos con estilo.https://twitter.com/ActualidadRT/status/1031976179761332226?s=19 …",1
,35,2,"@NicolasMaduro oye gordo maricon criminal échale la culpa a santo y a los Estados Unidos del temblor,cobarde hijo de puta",1
,35,3,"@NicolasMaduro oye gordo maricon criminal échale la culpa a santo y a los Estados Unidos del temblor,cobarde hijo de puta",1
,36,2,"Joder  joder...\nQue no tiene nada de malo cambiar por un hombre dice y que es feminista pero el hijab que la obliga a cubrirse eso debe ser lo mas puto feminista del mundo, mas incluso que no depilarse el chocho como reivindicación.\nQ vergüenza me da como mujer y feminista q soy.",1
,36,3,"Joder  joder...\nQue no tiene nada de malo cambiar por un hombre dice y que es feminista pero el hijab que la obliga a cubrirse eso debe ser lo mas puto feminista del mundo, mas incluso que no depilarse el chocho como reivindicación.\nQ vergüenza me da como mujer y feminista q soy.",1
,37,3,"Nosotros dijimos ""negro de mierda"" lo cual es un insulto solo por las palabras ""de mierda"", la única racista que piensa que decir negro es una ofensa es ella.....\nPensalo",1
,37,2,"Nosotros dijimos ""negro de mierda"" lo cual es un insulto solo por las palabras ""de mierda"", la única racista que piensa que decir negro es una ofensa es ella.....\nPensalo",1
,38,1,"que pasa con el #UDIOTA del intendente MARTINEZ de #Valparaiso que como todo facho le estaba echando la culpa a los extranjeros, minimo que pida disculpas el imbecil  !!!!!",1
,38,7,"que pasa con el #UDIOTA del intendente MARTINEZ de #Valparaiso que como todo facho le estaba echando la culpa a los extranjeros, minimo que pida disculpas el imbecil  !!!!!",1
,38,4,"que pasa con el #UDIOTA del intendente MARTINEZ de #Valparaiso que como todo facho le estaba echando la culpa a los extranjeros, minimo que pida disculpas el imbecil  !!!!!",1
,39,1,Es una chavista de mierda enchufada,1
,39,3,Es una chavista de mierda enchufada,1
,39,7,Es una chavista de mierda enchufada,1
,40,9,El Teatrino aplica la censura y la persecución al igual que la dictadura. Gorilismo facho izquierdoso.,1
,40,4,El Teatrino aplica la censura y la persecución al igual que la dictadura. Gorilismo facho izquierdoso.,1
,41,2,"Rompiendo todo ? Antes de un derecho, existen obligaciones, orden y ley. Entendés ? Que me digas facho por pretender orden, habla de vos, no de mí",1
,41,4,"Rompiendo todo ? Antes de un derecho, existen obligaciones, orden y ley. Entendés ? Que me digas facho por pretender orden, habla de vos, no de mí",1
,42,2,"No se trata de intolerencia, Rey, Del moro me parece un tipo mediocre, que no tiene nada interesante para decir, me parece el ejemplo de la frivolidad en la política. Su programa es un show berreta, no un programa de debate. Es cuestión de gustos",1
,42,4,"No se trata de intolerencia, Rey, Del moro me parece un tipo mediocre, que no tiene nada interesante para decir, me parece el ejemplo de la frivolidad en la política. Su programa es un show berreta, no un programa de debate. Es cuestión de gustos",1
,43,2,"Y de onda, no entiendo porqué es tan venerada. Tiene 2 o 3 hits de hace 25 años, todos escritos por otro y/o covers. Como música no es particularmente virtuosa, vende humo con el look de rota. Si hay algo que le admiro es que haya podido llegar al éxito siendo mujer y mediocre.",1
,43,4,"Y de onda, no entiendo porqué es tan venerada. Tiene 2 o 3 hits de hace 25 años, todos escritos por otro y/o covers. Como música no es particularmente virtuosa, vende humo con el look de rota. Si hay algo que le admiro es que haya podido llegar al éxito siendo mujer y mediocre.",1
,44,1,Maldito viejo imbecil comunista de mierda https://twitter.com/clarincom/status/1034059993484484610 …,1
,44,3,Maldito viejo imbecil comunista de mierda https://twitter.com/clarincom/status/1034059993484484610 …,1
,44,7,Maldito viejo imbecil comunista de mierda https://twitter.com/clarincom/status/1034059993484484610 …,1
,45,4,"Y, cómo no, aparecen feministas intentando justificar la reacción incívica de esta energúmena. Seguro que si un hombre le dijera a una mujer ""no me toques, zorra"" por exactamente lo mismo, lo entenderían y justificarían, claro que sí...",1
,46,1,"-aaayy flaacaaa con todo el respeto que se merece una señorita, sos hermosa\n- chupame la pija negro culiado.",1
,46,5,"-aaayy flaacaaa con todo el respeto que se merece una señorita, sos hermosa\n- chupame la pija negro culiado.",1
,46,3,"-aaayy flaacaaa con todo el respeto que se merece una señorita, sos hermosa\n- chupame la pija negro culiado.",1
,47,2,"La Vanguardia dice que si a una mujer la agreden porque sus hijos retiran lazos amarillos y la llaman extranjera de mierda, no hay móvil político. El nacionalismo siempre es xenofobia. El catalanismo es racismo.",1
,47,3,"La Vanguardia dice que si a una mujer la agreden porque sus hijos retiran lazos amarillos y la llaman extranjera de mierda, no hay móvil político. El nacionalismo siempre es xenofobia. El catalanismo es racismo.",1
,48,2,"Como ya es usual, detrás de cada idiota siempre hay una gran mujer”. \n\n~(John Lennon).	2	0
1034785678893232128	Como ya es usual, detrás de cada idiota siempre hay una gran mujer”. \n\n~(John Lennon).",1
,48,4,"Como ya es usual, detrás de cada idiota siempre hay una gran mujer”. \n\n~(John Lennon).	2	0
1034785678893232128	Como ya es usual, detrás de cada idiota siempre hay una gran mujer”. \n\n~(John Lennon).",1
,49,2,"A ver si os enteráis de una vez los tíos: la prostitución no se regula ni legaliza, se ERRADICA. Ninguna mujer es puta por voluntad propia. Joder.",1
,49,3,"A ver si os enteráis de una vez los tíos: la prostitución no se regula ni legaliza, se ERRADICA. Ninguna mujer es puta por voluntad propia. Joder.",1
,50,1,Los dirigentes tendrían que prepararle directo el bolsito a este negro chupa pija de centurión,1
,50,5,Los dirigentes tendrían que prepararle directo el bolsito a este negro chupa pija de centurión,1
,50,3,Los dirigentes tendrían que prepararle directo el bolsito a este negro chupa pija de centurión,1
,51,1,Por ahí vamos bien ...Gentuza que va de justiciera y son feminazi marxistas leninistas...!!!,1
,51,7,Por ahí vamos bien ...Gentuza que va de justiciera y son feminazi marxistas leninistas...!!!,1
,51,4,Por ahí vamos bien ...Gentuza que va de justiciera y son feminazi marxistas leninistas...!!!,1
,52,1,Me refería a mi parte p maldito marica,1
,52,8,Me refería a mi parte p maldito marica,1
,52,4,Me refería a mi parte p maldito marica,1
,53,2,"Siendo sinceros que marica se vio Cristiano no estando en la gala de la UEFA, solo por que no ganó. Su ego no lo deja ser más humilde.",1
,53,3,"Siendo sinceros que marica se vio Cristiano no estando en la gala de la UEFA, solo por que no ganó. Su ego no lo deja ser más humilde.",1
,54,1,Como ven de que se la da el negro sucio de sanico pinche bloqueado.,1
,54,5,Como ven de que se la da el negro sucio de sanico pinche bloqueado.,1
,54,4,Como ven de que se la da el negro sucio de sanico pinche bloqueado.,1
,55,2,"O bonelli dice estupideces de viejo Gaga o voy a tener que iniciar un juicio por trabajar en negro, trabajo esclavo por que vivo usando el celular cuando tuiteo y finalmente, voy a agregar trabajo insalubre por tener que leer la sarta de idioteces k!! Ya tengo ganado el juicio",1
,55,4,"O bonelli dice estupideces de viejo Gaga o voy a tener que iniciar un juicio por trabajar en negro, trabajo esclavo por que vivo usando el celular cuando tuiteo y finalmente, voy a agregar trabajo insalubre por tener que leer la sarta de idioteces k!! Ya tengo ganado el juicio",1
,56,1,"Mira bart, es un sorete zurdo garca hdp silenciado",1
,56,7,"Mira bart, es un sorete zurdo garca hdp silenciado",1
,56,3,"Mira bart, es un sorete zurdo garca hdp silenciado",1
,57,1,"Reunidos como buitres,listos a comerse la republica.\nEl peronismo asi , yno le conozco otra cara, no es un partido, movimiento ni ideologia republicanos.\nSus acciones confirman el origen fascista y prepotente.\nPobre pais este, presa de ladrones y corruptos.",1
,57,7,"Reunidos como buitres,listos a comerse la republica.\nEl peronismo asi , yno le conozco otra cara, no es un partido, movimiento ni ideologia republicanos.\nSus acciones confirman el origen fascista y prepotente.\nPobre pais este, presa de ladrones y corruptos.",1
,57,4,"Reunidos como buitres,listos a comerse la republica.\nEl peronismo asi , yno le conozco otra cara, no es un partido, movimiento ni ideologia republicanos.\nSus acciones confirman el origen fascista y prepotente.\nPobre pais este, presa de ladrones y corruptos.",1
,58,1,Esta aptitud es criminal genocida y psicópata a diario mueren niños mujeres y personas mayores por desnutrición y falta de medicamentos.... La nueva oligarquía rancia y fascista roja nacida del saqueo y la traición defiende su botín sin importarles cuantos venezolanos mueran! https://twitter.com/DiarioTalCual/status/1035690773835141120 …,1
,58,7,Esta aptitud es criminal genocida y psicópata a diario mueren niños mujeres y personas mayores por desnutrición y falta de medicamentos.... La nueva oligarquía rancia y fascista roja nacida del saqueo y la traición defiende su botín sin importarles cuantos venezolanos mueran! https://twitter.com/DiarioTalCual/status/1035690773835141120 …,1
,58,4,Esta aptitud es criminal genocida y psicópata a diario mueren niños mujeres y personas mayores por desnutrición y falta de medicamentos.... La nueva oligarquía rancia y fascista roja nacida del saqueo y la traición defiende su botín sin importarles cuantos venezolanos mueran! https://twitter.com/DiarioTalCual/status/1035690773835141120 …,1
,59,4,"A tipos como a ti no solo importa el iva, sino el dinero que está detrás, del que muerden\nTotal el disgusto con LM es porque han sido distanciados de la torta\nObvio, para ser correista se necesita ser burro o ladrón\nBurros, burros no son. Pero para ser ladrones deben ser borregos",1
,59,2,"A tipos como a ti no solo importa el iva, sino el dinero que está detrás, del que muerden\nTotal el disgusto con LM es porque han sido distanciados de la torta\nObvio, para ser correista se necesita ser burro o ladrón\nBurros, burros no son. Pero para ser ladrones deben ser borregos",1
,60,2,"Para este puto estrés, una torta ahogada o tal vez tres",1
,60,3,"Para este puto estrés, una torta ahogada o tal vez tres",1
,61,2,"Jamás olvidaré las palabras del hdp de @NicolasMaduro cuando dijo el plan que diseñe, ósea en esta mierda ni los ministros sirven, ahora bien chavista / madurista, no salgan corriendo aguanten la pela porque aquí estamos gracias a Ud, recuerden PATRIA SOCIALISMO O MUERTE...",1
,61,4,"Jamás olvidaré las palabras del hdp de @NicolasMaduro cuando dijo el plan que diseñe, ósea en esta mierda ni los ministros sirven, ahora bien chavista / madurista, no salgan corriendo aguanten la pela porque aquí estamos gracias a Ud, recuerden PATRIA SOCIALISMO O MUERTE...",1
,62,2,Pero qué payaso y ridículo es. Me hace el día entero este perrito faldero de la izquierda chavista.  https://twitter.com/El_Universal_Mx/status/1036686240270016516 …,1
,62,4,Pero qué payaso y ridículo es. Me hace el día entero este perrito faldero de la izquierda chavista.  https://twitter.com/El_Universal_Mx/status/1036686240270016516 …,1
,63,1,"Agoniza #UNASUR, ya era hora, con tanto zurdo corrupto y muchos ya en la carcel. #Lula.https://twitter.com/elcolombiano/status/1036841516935925760 …",1
,63,7,"Agoniza #UNASUR, ya era hora, con tanto zurdo corrupto y muchos ya en la carcel. #Lula.https://twitter.com/elcolombiano/status/1036841516935925760 …",1
,63,4,"Agoniza #UNASUR, ya era hora, con tanto zurdo corrupto y muchos ya en la carcel. #Lula.https://twitter.com/elcolombiano/status/1036841516935925760 …",1
,64,1,"Nuestro enemigo, también en máximo ejercicio, es la TV. Libertad para elegir entre más de 800 canales y nada  que ver so pena de convertirte en chavista,es decir, gobiernea, descerebrada, fanatica, vengativa, ignorante, abusiva y violenta. En resumen es tóxica y antiestética.",1
,64,7,"Nuestro enemigo, también en máximo ejercicio, es la TV. Libertad para elegir entre más de 800 canales y nada  que ver so pena de convertirte en chavista,es decir, gobiernea, descerebrada, fanatica, vengativa, ignorante, abusiva y violenta. En resumen es tóxica y antiestética.",1
,64,4,"Nuestro enemigo, también en máximo ejercicio, es la TV. Libertad para elegir entre más de 800 canales y nada  que ver so pena de convertirte en chavista,es decir, gobiernea, descerebrada, fanatica, vengativa, ignorante, abusiva y violenta. En resumen es tóxica y antiestética.",1
,65,2,Mañana tengo mi primer dia de clases y hay un chino culiao en el camarote de arriba q no para de roncar lo quiero matar,1
,65,3,Mañana tengo mi primer dia de clases y hay un chino culiao en el camarote de arriba q no para de roncar lo quiero matar,1
,66,1,AD es socialista en que chino mandarin basico lo quieres? verga que ladilla este pais puros partidos socialistas de mierda,1
,66,7,AD es socialista en que chino mandarin basico lo quieres? verga que ladilla este pais puros partidos socialistas de mierda,1
,66,3,AD es socialista en que chino mandarin basico lo quieres? verga que ladilla este pais puros partidos socialistas de mierda,1
,67,2,"@jdiazdeportes ignorante estupido o poco inteligente, pensando que diciéndole gorda a @julisalazarmeza lo hace mejor, @julisalazarmeza eres la mejor periodista mujer de colombia amo su trabajo besos",1
,67,4,"@jdiazdeportes ignorante estupido o poco inteligente, pensando que diciéndole gorda a @julisalazarmeza lo hace mejor, @julisalazarmeza eres la mejor periodista mujer de colombia amo su trabajo besos",1
,68,1,Estoy escuchando en la radio un Raúl de mierda diciendo que ama a todas las mujeres y él es un buen tipo y un feminista pero ya no se le puede decir nada a nadie porque si le digo puta de mierda a una puta de mierda que se me cruza por la calle con el auto ya soy machista,1
,68,6,Estoy escuchando en la radio un Raúl de mierda diciendo que ama a todas las mujeres y él es un buen tipo y un feminista pero ya no se le puede decir nada a nadie porque si le digo puta de mierda a una puta de mierda que se me cruza por la calle con el auto ya soy machista,1
,68,3,Estoy escuchando en la radio un Raúl de mierda diciendo que ama a todas las mujeres y él es un buen tipo y un feminista pero ya no se le puede decir nada a nadie porque si le digo puta de mierda a una puta de mierda que se me cruza por la calle con el auto ya soy machista,1
,69,1,"Decir que un chavista es un vil, bellaco, tramposo, ruin, cretino, ignorante, miserable, tarado y majadero es redundante y ni siquiera alcanza a cuantificar lo embusteros, estólidos, zopencos, infames, zoquetes, mentacatos y canallas que son en realidad.",1
,69,7,"Decir que un chavista es un vil, bellaco, tramposo, ruin, cretino, ignorante, miserable, tarado y majadero es redundante y ni siquiera alcanza a cuantificar lo embusteros, estólidos, zopencos, infames, zoquetes, mentacatos y canallas que son en realidad.",1
,69,4,"Decir que un chavista es un vil, bellaco, tramposo, ruin, cretino, ignorante, miserable, tarado y majadero es redundante y ni siquiera alcanza a cuantificar lo embusteros, estólidos, zopencos, infames, zoquetes, mentacatos y canallas que son en realidad.",1
,70,2,"Pendeja tu perra madre imbecil, que pocos tienes de ofender a una mujer, chairo maricon de , es lo único que saben hacer, tu poco cerebro no da para más.",1
,70,3,"Pendeja tu perra madre imbecil, que pocos tienes de ofender a una mujer, chairo maricon de , es lo único que saben hacer, tu poco cerebro no da para más.",1
,71,1,"Tuviste suerte! Intenté lo mismo con mi mamá hace aprox 6 meses Y la única alternativa al final fue pagar! Imagina a un chavista, ineficiente y corrupto me tocó pagar por un servicio al que teníamos derecho y el estado el deber de entregar, pero que? Vivimos en dictadura!",1
,71,7,"Tuviste suerte! Intenté lo mismo con mi mamá hace aprox 6 meses Y la única alternativa al final fue pagar! Imagina a un chavista, ineficiente y corrupto me tocó pagar por un servicio al que teníamos derecho y el estado el deber de entregar, pero que? Vivimos en dictadura!",1
,71,4,"Tuviste suerte! Intenté lo mismo con mi mamá hace aprox 6 meses Y la única alternativa al final fue pagar! Imagina a un chavista, ineficiente y corrupto me tocó pagar por un servicio al que teníamos derecho y el estado el deber de entregar, pero que? Vivimos en dictadura!",1
,72,1,Orgullosos estábamos con la gestión del gobierno chavista eso si era de imitar a nivel mundial no con este Madurismo de mierda.,1
,72,7,Orgullosos estábamos con la gestión del gobierno chavista eso si era de imitar a nivel mundial no con este Madurismo de mierda.,1
,72,3,Orgullosos estábamos con la gestión del gobierno chavista eso si era de imitar a nivel mundial no con este Madurismo de mierda.,1
,73,2,jajajaja... onda cuerpos pintados... pasa piola..... el trolo se encaga de la emoción ....o en esta pasada perdió?,1
,73,4,jajajaja... onda cuerpos pintados... pasa piola..... el trolo se encaga de la emoción ....o en esta pasada perdió?,1
,74,2,marica sigo sin entender,1
,74,3,marica sigo sin entender,1
,75,2,marica sigo sin entender,1
,75,3,marica sigo sin entender,1
,76,2,Vamos cuando me vienen 6 de frente a altas horas de la madrugada maricon el último.,1
,76,3,Vamos cuando me vienen 6 de frente a altas horas de la madrugada maricon el último.,1
