id	HS	text	pretext
1031698633593380864	1	Basta de engendros como estos!! Otro que el negro de mierda y desperdicio humano de D’Elia, deberían procesarlos! Mira si ibas a decir esas cosas cuando gobernaban los laKras!!!\n#novuelvenmas	basta engendros ! ! negro mierda desperdicio humano ' elia , deberian procesarlos ! mira ibas decir cosas gobernaban lakras  $EXCLAMATION$ $HASHTAG$
1031709304066396165	1	Me cago en dios, CON MARIO NO feminazi de mierda	cago dios , mario feminazi mierda
1031710641583792130	1	"No sabes ni hacer el meme negro asqueroso. Es ""mmm vs dsis"" "	"sabes hacer meme negro asqueroso . "" mmm vs dsis """
1031773270868156416	1	Ahora que desmadre armo ese puto mierdo del negro santos? Es que me bloqueo	ahora desmadre armo puto mierdo negro santos ? bloqueo
1031852797132787712	1	Que se vaya al carajo este chino de mierda	vaya carajo chino mierda
1031876076631482368	0	Quiero estar recibida pra estudiar algo que NO TENGA QUE VER CON MI CARRERA. Y ser al fin, lo que siempre quise: una feminazi de cepa.	quiero recibida pra estudiar ver carrera . ser fin , siempre quise : feminazi cepa .
1031906861514215425	0	Ay, qué guay, hacía mucho que no me llamaban feminazi! Esta noche cenaré fetos a la plancha para celebrarlo 	, guay , hacia llamaban feminazi ! noche cenare fetos plancha celebrarlo
1031917387166113792	0	Niegan la libertad a la mujer que intentó matar a esposa e hija de Paco González http://dlvr.it/Qgd42V  pic.twitter.com/509dZ4EUyK	niegan libertad mujer intento matar esposa hija paco gonzalez $URL$ $URL$
1031928352855285761	0	Mi día partió como las weas... pero mejoró un poquito porque un cliente nos trajo una torta de regalo para todo el equipo \nAhora va a seguir siendo un día de mierda, pero al menos será un poco más dulce y llevadero.	dia partio weas  $ELLIPSIS$ mejoro poquito cliente trajo torta regalo equipo ahora seguir siendo dia mierda , menos dulce llevadero .
1031960594805604354	0	Que puto agobio que pesadez de mujer estoy hasta los cojones	puto agobio pesadez mujer cojones
1031978585391804416	1	Estúpido imbecil, poco hombre, nunca, nunca maldito comunista debes tratar a una mujer de esa manera. Si a ella la tratas asi, recuerda q seguro tienes mujeres en tu familia y no te gustaría q se expresaran así de ellas, menos por una maldita ideología, cobarde. https://twitter.com/luis_xen/status/1031657551576936453 …	estupido imbecil , hombre , nunca , nunca maldito comunista debes tratar mujer manera . tratas asi , recuerda q seguro mujeres familia gustaria q expresaran asi , menos maldita ideologia , cobarde . $URL$  $ELLIPSIS$ 
1031982899430678528	1	La próxima temporada se llevarán los grises metálicos y el beige; y de noche, el clásico negro, con toques rojos, para matar seres humanos con estilo.https://twitter.com/ActualidadRT/status/1031976179761332226?s=19 …	proxima temporada llevaran grises metalicos beige ; noche , clasico negro , toques rojos , matar seres humanos estilo . $URL$  $ELLIPSIS$ 
1032026776850055175	1	Viejo marica, usted y el.hpta de @sergio_fajardo	viejo marica , usted el.hpta $MENTION$
1032040280550240257	1	@NicolasMaduro oye gordo maricon criminal échale la culpa a santo y a los Estados Unidos del temblor,cobarde hijo de puta	$MENTION$ oye gordo maricon criminal echale culpa santo unidos temblor , cobarde hijo puta
1032043946338344960	1	No lo niego, pero estaba en Barcelona, no en Oran o Bagdad... Lo tenía bastante más fácil... Aunque la verdad, creo que hay mucho marica reprimido en los yihadistas, yo...	niego , barcelona , oran bagdad  $ELLIPSIS$ bastante facil  $ELLIPSIS$ aunque verdad , creo marica reprimido yihadistas ,  $ELLIPSIS$ 
1032044474418061315	0	Esta es una de las fotos que más me gustó de todas, tanto que hasta la tengo como fondo de pantalla.\nPero marico me perturba que tenga el maldito punto negro en el sol, se que yo mismo lo puedo hacer con Photoshop pero que ladilla pic.twitter.com/n9JEP0mOG5	fotos gusto todas , fondo pantalla . marico perturba maldito punto negro sol , mismo puedo hacer photoshop ladilla $URL$
1032053061534052352	1	Joder  joder...\nQue no tiene nada de malo cambiar por un hombre dice y que es feminista pero el hijab que la obliga a cubrirse eso debe ser lo mas puto feminista del mundo, mas incluso que no depilarse el chocho como reivindicación.\nQ vergüenza me da como mujer y feminista q soy.	joder joder  $ELLIPSIS$ malo cambiar hombre dice feminista hijab obliga cubrirse debe ser puto feminista mundo , incluso depilarse chocho reivindicacion . q verguenza mujer feminista q .
1032066382240907265	1	Ninguna sorpresa. Un chavista. Sinónimo de chavista: bestia ignorante.	ninguna sorpresa . chavista . sinonimo chavista : bestia ignorante .
1032070938257448960	1	"Nosotros dijimos ""negro de mierda"" lo cual es un insulto solo por las palabras ""de mierda"", la única racista que piensa que decir negro es una ofensa es ella.....\nPensalo"	"dijimos "" negro mierda "" insulto solo palabras "" mierda "" , unica racista piensa decir negro ofensa  $ELLIPSIS$ pensalo"
1032095489825624065	1	un negrata	negrata
1032243394473598976	1	que pasa con el #UDIOTA del intendente MARTINEZ de #Valparaiso que como todo facho le estaba echando la culpa a los extranjeros, minimo que pida disculpas el imbecil  !!!!!	pasa $HASHTAG$ intendente martinez $HASHTAG$ facho echando culpa extranjeros , minimo pida disculpas imbecil  $EXCLAMATION$ 
1032247377443414017	0	Amiksssssss sálvenme del profesor facho que tengoooooo	amiksssssss salvenme profesor facho tengoooooo
1032259420007399424	1	Es una chavista de mierda enchufada	chavista mierda enchufada
1032261189462646784	0	Está mina quedó en evidencia con este tweet. Lo viene haciendo desde siempre con ese pensamiento facho. En @Megatlon se hacen los boludos con esta mujer q hace años viene escribiendo lo mismo. No hay ni una gota de arrepentimiento en ese discurso q le hicieron hacer.	quedo evidencia tweet . viene haciendo siempre pensamiento facho . $MENTION$ hacen boludos mujer q hace anos viene escribiendo mismo . gota arrepentimiento discurso q hicieron hacer .
1032309295050829824	1	El Teatrino aplica la censura y la persecución al igual que la dictadura. Gorilismo facho izquierdoso.	teatrino aplica censura persecucion igual dictadura . gorilismo facho izquierdoso .
1032353506232074240	1	Rompiendo todo ? Antes de un derecho, existen obligaciones, orden y ley. Entendés ? Que me digas facho por pretender orden, habla de vos, no de mí	rompiendo ? derecho , existen obligaciones , orden ley . entendes ? digas facho pretender orden , habla ,
1032354816738164737	0	Soy como el hambre negrata porque agudizó el ingenio	hambre negrata agudizo ingenio
1032997705918885893	0	No se trata de intolerencia, Rey, Del moro me parece un tipo mediocre, que no tiene nada interesante para decir, me parece el ejemplo de la frivolidad en la política. Su programa es un show berreta, no un programa de debate. Es cuestión de gustos	trata intolerencia , rey , moro parece tipo mediocre , interesante decir , parece ejemplo frivolidad politica . programa show berreta , programa debate . cuestion gustos
1032998684475179008	1	Dale chino de mierda.	dale chino mierda .
1033007530878885888	0	jamás vas a sufrir bullying por tu orientación sexual, jamás te van a mirar raro o te van a decir por abajo 'puto de mierda'. así que no me vengas a decir que no sufrimos pq por gente como vos es que a alguien le da miedo decir que es lgbt	jamas sufrir bullying orientacion sexual , jamas mirar raro decir abajo ' puto mierda ' . asi vengas decir sufrimos pq gente alguien miedo decir lgbt
1033116919656787968	1	Como el títere idiota de García Llineras y el combo zurdo que siempre fue. Se le ven los hilos a los titiriteros. Quizás les demos una gran sorpresa un dia de estos.	titere idiota garcia llineras combo zurdo siempre . ven hilos titiriteros . quizas demos gran sorpresa .
1033441893093453824	0	Mi bimbo podrá ser puerco, idiota, ladrón, comunista, pero nunca vi que pagarán sus impuestos. https://twitter.com/cesamo70/status/1032888488243482625 …	bimbo podra ser puerco , idiota , ladron , comunista , nunca pagaran impuestos . $URL$  $ELLIPSIS$ 
